,Z,S,K,K',Sc
1189,290970101002037,1,1,1,0.0
1190,290970101002037,1,1,2,4215.96
1191,290970101002037,1,1,3,7567.56
1194,290970101002037,1,2,2,0.0
1195,290970101002037,1,2,3,7567.56
1199,290970101002037,1,3,3,0.0
1200,290970101002038,1,0,0,0.0
1201,290970101002038,1,0,1,3251.85
1202,290970101002038,1,0,2,4086.9
1203,290970101002038,1,0,3,7335.9
1205,290970101002038,1,1,1,0.0
1206,290970101002038,1,1,2,4086.9
1207,290970101002038,1,1,3,7335.9
1210,290970101002038,1,2,2,0.0
1211,290970101002038,1,2,3,7335.9
1215,290970101002038,1,3,3,0.0
1216,290970101002039,1,0,0,0.0
1217,290970101002039,1,0,1,4079.075
1218,290970101002039,1,0,2,5126.55
1219,290970101002039,1,0,3,9202.05
1221,290970101002039,1,1,1,0.0
1222,290970101002039,1,1,2,5126.55
1223,290970101002039,1,1,3,9202.05
1226,290970101002039,1,2,2,0.0
1227,290970101002039,1,2,3,9202.05
1231,290970101002039,1,3,3,0.0
1232,290970101002041,1,0,0,0.0
1233,290970101002041,1,0,1,3112.0775
1234,290970101002041,1,0,2,3911.235
1235,290970101002041,1,0,3,7020.585
1237,290970101002041,1,1,1,0.0
1238,290970101002041,1,1,2,3911.235
1239,290970101002041,1,1,3,7020.585
1242,290970101002041,1,2,2,0.0
1243,290970101002041,1,2,3,7020.585
1247,290970101002041,1,3,3,0.0
1248,290970101003001,1,0,0,0.0
1249,290970101003001,1,0,1,4023.166
1250,290970101003001,1,0,2,5056.284
1251,290970101003001,1,0,3,9075.924
1253,290970101003001,1,1,1,0.0
1254,290970101003001,1,1,2,5056.284
1255,290970101003001,1,1,3,9075.924
1258,290970101003001,1,2,2,0.0
1259,290970101003001,1,2,3,9075.924
1263,290970101003001,1,3,3,0.0
1264,290970101003002,1,0,0,0.0
1265,290970101003002,1,0,1,4069.947
1266,290970101003002,1,0,2,5115.078
1267,290970101003002,1,0,3,9181.458
1269,290970101003002,1,1,1,0.0
1270,290970101003002,1,1,2,5115.078
1271,290970101003002,1,1,3,9181.458
1274,290970101003002,1,2,2,0.0
1275,290970101003002,1,2,3,9181.458
1279,290970101003002,1,3,3,0.0
1280,290970101003004,1,0,0,0.0
1281,290970101003004,1,0,1,9526.7795
1282,290970101003004,1,0,2,11973.183
1283,290970101003004,1,0,3,21491.613
1285,290970101003004,1,1,1,0.0
1286,290970101003004,1,1,2,11973.183
1287,290970101003004,1,1,3,21491.613
1290,290970101003004,1,2,2,0.0
1291,290970101003004,1,2,3,21491.613
1295,290970101003004,1,3,3,0.0
1296,290970101003007,1,0,0,0.0
1297,290970101003007,1,0,1,2244.347
1298,290970101003007,1,0,2,2820.678
1299,290970101003007,1,0,3,5063.058
1301,290970101003007,1,1,1,0.0
1302,290970101003007,1,1,2,2820.678
1303,290970101003007,1,1,3,5063.058
1306,290970101003007,1,2,2,0.0
1307,290970101003007,1,2,3,5063.058
1311,290970101003007,1,3,3,0.0
1312,290970101003008,1,0,0,0.0
1313,290970101003008,1,0,1,6253.821
1314,290970101003008,1,0,2,7859.754
1315,290970101003008,1,0,3,14108.094
1317,290970101003008,1,1,1,0.0
1318,290970101003008,1,1,2,7859.754
1319,290970101003008,1,1,3,14108.094
1322,290970101003008,1,2,2,0.0
1323,290970101003008,1,2,3,14108.094
1327,290970101003008,1,3,3,0.0
1328,290970101003009,1,0,0,0.0
1329,290970101003009,1,0,1,6881.371
1330,290970101003009,1,0,2,8648.454
1331,290970101003009,1,0,3,15523.794
1333,290970101003009,1,1,1,0.0
1334,290970101003009,1,1,2,8648.454
1335,290970101003009,1,1,3,15523.794
1338,290970101003009,1,2,2,0.0
1339,290970101003009,1,2,3,15523.794
1343,290970101003009,1,3,3,0.0
1344,290970101003010,1,0,0,0.0
1345,290970101003010,1,0,1,5807.69
1346,290970101003010,1,0,2,7299.06
1347,290970101003010,1,0,3,13101.66
1349,290970101003010,1,1,1,0.0
1350,290970101003010,1,1,2,7299.06
1351,290970101003010,1,1,3,13101.66
1354,290970101003010,1,2,2,0.0
1355,290970101003010,1,2,3,13101.66
1359,290970101003010,1,3,3,0.0
1360,290970101003011,1,0,0,0.0
1361,290970101003011,1,0,1,3488.037
1362,290970101003011,1,0,2,4383.738
1363,290970101003011,1,0,3,7868.718
1365,290970101003011,1,1,1,0.0
1366,290970101003011,1,1,2,4383.738
1367,290970101003011,1,1,3,7868.718
1370,290970101003011,1,2,2,0.0
1371,290970101003011,1,2,3,7868.718
1375,290970101003011,1,3,3,0.0
1376,290970101003012,1,0,0,0.0
1377,290970101003012,1,0,1,3291.785
1378,290970101003012,1,0,2,4137.09
1379,290970101003012,1,0,3,7425.99
1381,290970101003012,1,1,1,0.0
1382,290970101003012,1,1,2,4137.09
1383,290970101003012,1,1,3,7425.99
1386,290970101003012,1,2,2,0.0
1387,290970101003012,1,2,3,7425.99
1391,290970101003012,1,3,3,0.0
1392,290970101003013,1,0,0,0.0
1393,290970101003013,1,0,1,10115.5355
1394,290970101003013,1,0,2,12713.127
1395,290970101003013,1,0,3,22819.797
1397,290970101003013,1,1,1,0.0
1398,290970101003013,1,1,2,12713.127
1399,290970101003013,1,1,3,22819.797
1402,290970101003013,1,2,2,0.0
1403,290970101003013,1,2,3,22819.797
1407,290970101003013,1,3,3,0.0
1408,290970101003014,1,0,0,0.0
1409,290970101003014,1,0,1,5658.219
1410,290970101003014,1,0,2,7111.206
1411,290970101003014,1,0,3,12764.466
1413,290970101003014,1,1,1,0.0
1414,290970101003014,1,1,2,7111.206
1415,290970101003014,1,1,3,12764.466
1418,290970101003014,1,2,2,0.0
1419,290970101003014,1,2,3,12764.466
1423,290970101003014,1,3,3,0.0
1424,290970101003015,1,0,0,0.0
1425,290970101003015,1,0,1,3999.7755
1426,290970101003015,1,0,2,5026.887
1427,290970101003015,1,0,3,9023.157
1429,290970101003015,1,1,1,0.0
1430,290970101003015,1,1,2,5026.887
1431,290970101003015,1,1,3,9023.157
1434,290970101003015,1,2,2,0.0
1435,290970101003015,1,2,3,9023.157
1439,290970101003015,1,3,3,0.0
1440,290970101003016,1,0,0,0.0
1441,290970101003016,1,0,1,3173.121
1442,290970101003016,1,0,2,3987.954
1443,290970101003016,1,0,3,7158.294
1445,290970101003016,1,1,1,0.0
1446,290970101003016,1,1,2,3987.954
1447,290970101003016,1,1,3,7158.294
1450,290970101003016,1,2,2,0.0
1451,290970101003016,1,2,3,7158.294
1455,290970101003016,1,3,3,0.0
1456,290970101003017,1,0,0,0.0
1457,290970101003017,1,0,1,3541.664
1458,290970101003017,1,0,2,4451.136
1459,290970101003017,1,0,3,7989.696
1461,290970101003017,1,1,1,0.0
1462,290970101003017,1,1,2,4451.136
1463,290970101003017,1,1,3,7989.696
1466,290970101003017,1,2,2,0.0
1467,290970101003017,1,2,3,7989.696
1471,290970101003017,1,3,3,0.0
1472,290970101003018,1,0,0,0.0
1473,290970101003018,1,0,1,3662.61
1474,290970101003018,1,0,2,4603.14
1475,290970101003018,1,0,3,8262.54
1477,290970101003018,1,1,1,0.0
1478,290970101003018,1,1,2,4603.14
1479,290970101003018,1,1,3,8262.54
1482,290970101003018,1,2,2,0.0
1483,290970101003018,1,2,3,8262.54
1487,290970101003018,1,3,3,0.0
1488,290970101003019,1,0,0,0.0
1489,290970101003019,1,0,1,3595.291
1490,290970101003019,1,0,2,4518.534
1491,290970101003019,1,0,3,8110.674
1493,290970101003019,1,1,1,0.0
1494,290970101003019,1,1,2,4518.534
1495,290970101003019,1,1,3,8110.674
1498,290970101003019,1,2,2,0.0
1499,290970101003019,1,2,3,8110.674
1503,290970101003019,1,3,3,0.0
1504,290970101003020,1,0,0,0.0
1505,290970101003020,1,0,1,4068.806
1506,290970101003020,1,0,2,5113.644
1507,290970101003020,1,0,3,9178.884
1509,290970101003020,1,1,1,0.0
1510,290970101003020,1,1,2,5113.644
1511,290970101003020,1,1,3,9178.884
1514,290970101003020,1,2,2,0.0
1515,290970101003020,1,2,3,9178.884
1519,290970101003020,1,3,3,0.0
1520,290970101003021,1,0,0,0.0
1521,290970101003021,1,0,1,3314.605
1522,290970101003021,1,0,2,4165.77
1523,290970101003021,1,0,3,7477.47
1525,290970101003021,1,1,1,0.0
1526,290970101003021,1,1,2,4165.77
1527,290970101003021,1,1,3,7477.47
1530,290970101003021,1,2,2,0.0
1531,290970101003021,1,2,3,7477.47
1535,290970101003021,1,3,3,0.0
1536,290970101003022,1,0,0,0.0
1537,290970101003022,1,0,1,3907.925
1538,290970101003022,1,0,2,4911.45
1539,290970101003022,1,0,3,8815.95
1541,290970101003022,1,1,1,0.0
1542,290970101003022,1,1,2,4911.45
1543,290970101003022,1,1,3,8815.95
1546,290970101003022,1,2,2,0.0
1547,290970101003022,1,2,3,8815.95
1551,290970101003022,1,3,3,0.0
1552,290970101003023,1,0,0,0.0
1553,290970101003023,1,0,1,6571.019
1554,290970101003023,1,0,2,8258.406
1555,290970101003023,1,0,3,14823.666
1557,290970101003023,1,1,1,0.0
1558,290970101003023,1,1,2,8258.406
1559,290970101003023,1,1,3,14823.666
1562,290970101003023,1,2,2,0.0
1563,290970101003023,1,2,3,14823.666
1567,290970101003023,1,3,3,0.0
1568,290970101003024,1,0,0,0.0
1569,290970101003024,1,0,1,3925.6105
1570,290970101003024,1,0,2,4933.677
1571,290970101003024,1,0,3,8855.847
1573,290970101003024,1,1,1,0.0
1574,290970101003024,1,1,2,4933.677
1575,290970101003024,1,1,3,8855.847
1578,290970101003024,1,2,2,0.0
1579,290970101003024,1,2,3,8855.847
1583,290970101003024,1,3,3,0.0
1584,290970101003025,1,0,0,0.0
1585,290970101003025,1,0,1,7660.674
1586,290970101003025,1,0,2,9627.876
1587,290970101003025,1,0,3,17281.836
1589,290970101003025,1,1,1,0.0
1590,290970101003025,1,1,2,9627.876
1591,290970101003025,1,1,3,17281.836
1594,290970101003025,1,2,2,0.0
1595,290970101003025,1,2,3,17281.836
1599,290970101003025,1,3,3,0.0
1600,290970101003026,1,0,0,0.0
1601,290970101003026,1,0,1,14449.624
1602,290970101003026,1,0,2,18160.176
1603,290970101003026,1,0,3,32597.136
1605,290970101003026,1,1,1,0.0
1606,290970101003026,1,1,2,18160.176
1607,290970101003026,1,1,3,32597.136
1610,290970101003026,1,2,2,0.0
1611,290970101003026,1,2,3,32597.136
1615,290970101003026,1,3,3,0.0
1616,290970101003030,1,0,0,0.0
1617,290970101003030,1,0,1,4193.175
1618,290970101003030,1,0,2,5269.95
1619,290970101003030,1,0,3,9459.45
1621,290970101003030,1,1,1,0.0
1622,290970101003030,1,1,2,5269.95
1623,290970101003030,1,1,3,9459.45
1626,290970101003030,1,2,2,0.0
1627,290970101003030,1,2,3,9459.45
1631,290970101003030,1,3,3,0.0
1632,290970101003031,1,0,0,0.0
1633,290970101003031,1,0,1,3970.1095
1634,290970101003031,1,0,2,4989.603
1635,290970101003031,1,0,3,8956.233
1637,290970101003031,1,1,1,0.0
1638,290970101003031,1,1,2,4989.603
1639,290970101003031,1,1,3,8956.233
1642,290970101003031,1,2,2,0.0
1643,290970101003031,1,2,3,8956.233
1647,290970101003031,1,3,3,0.0
1648,290970101003032,1,0,0,0.0
1649,290970101003032,1,0,1,6675.991
1650,290970101003032,1,0,2,8390.334
1651,290970101003032,1,0,3,15060.474
1653,290970101003032,1,1,1,0.0
1654,290970101003032,1,1,2,8390.334
1655,290970101003032,1,1,3,15060.474
1658,290970101003032,1,2,2,0.0
1659,290970101003032,1,2,3,15060.474
1663,290970101003032,1,3,3,0.0
1664,290970101003033,1,0,0,0.0
1665,290970101003033,1,0,1,3153.724
1666,290970101003033,1,0,2,3963.576
1667,290970101003033,1,0,3,7114.536
1669,290970101003033,1,1,1,0.0
1670,290970101003033,1,1,2,3963.576
1671,290970101003033,1,1,3,7114.536
1674,290970101003033,1,2,2,0.0
1675,290970101003033,1,2,3,7114.536
1679,290970101003033,1,3,3,0.0
1680,290970101003034,1,0,0,0.0
1681,290970101003034,1,0,1,3683.148
1682,290970101003034,1,0,2,4628.952
1683,290970101003034,1,0,3,8308.872
1685,290970101003034,1,1,1,0.0
1686,290970101003034,1,1,2,4628.952
1687,290970101003034,1,1,3,8308.872
1690,290970101003034,1,2,2,0.0
1691,290970101003034,1,2,3,8308.872
1695,290970101003034,1,3,3,0.0
1696,290970101003035,1,0,0,0.0
1697,290970101003035,1,0,1,4525.206
1698,290970101003035,1,0,2,5687.244
1699,290970101003035,1,0,3,10208.484
1701,290970101003035,1,1,1,0.0
1702,290970101003035,1,1,2,5687.244
1703,290970101003035,1,1,3,10208.484
1706,290970101003035,1,2,2,0.0
1707,290970101003035,1,2,3,10208.484
1711,290970101003035,1,3,3,0.0
1712,290970101003036,1,0,0,0.0
1713,290970101003036,1,0,1,3999.7755
1714,290970101003036,1,0,2,5026.887
1715,290970101003036,1,0,3,9023.157
1717,290970101003036,1,1,1,0.0
1718,290970101003036,1,1,2,5026.887
1719,290970101003036,1,1,3,9023.157
1722,290970101003036,1,2,2,0.0
1723,290970101003036,1,2,3,9023.157
1727,290970101003036,1,3,3,0.0
1728,290970101003037,1,0,0,0.0
1729,290970101003037,1,0,1,3775.569
1730,290970101003037,1,0,2,4745.106
1731,290970101003037,1,0,3,8517.366
1733,290970101003037,1,1,1,0.0
1734,290970101003037,1,1,2,4745.106
1735,290970101003037,1,1,3,8517.366
1738,290970101003037,1,2,2,0.0
1739,290970101003037,1,2,3,8517.366
1743,290970101003037,1,3,3,0.0
1744,290970101003038,1,0,0,0.0
1745,290970101003038,1,0,1,3615.829
1746,290970101003038,1,0,2,4544.346
1747,290970101003038,1,0,3,8157.006
1749,290970101003038,1,1,1,0.0
1750,290970101003038,1,1,2,4544.346
1751,290970101003038,1,1,3,8157.006
1754,290970101003038,1,2,2,0.0
1755,290970101003038,1,2,3,8157.006
1759,290970101003038,1,3,3,0.0
1760,290970101003039,1,0,0,0.0
1761,290970101003039,1,0,1,3006.535
1762,290970101003039,1,0,2,3778.59
1763,290970101003039,1,0,3,6782.49
1765,290970101003039,1,1,1,0.0
1766,290970101003039,1,1,2,3778.59
1767,290970101003039,1,1,3,6782.49
1770,290970101003039,1,2,2,0.0
1771,290970101003039,1,2,3,6782.49
1775,290970101003039,1,3,3,0.0
1776,290970101003040,1,0,0,0.0
1777,290970101003040,1,0,1,7244.209
1778,290970101003040,1,0,2,9104.466
1779,290970101003040,1,0,3,16342.326
1781,290970101003040,1,1,1,0.0
1782,290970101003040,1,1,2,9104.466
1783,290970101003040,1,1,3,16342.326
1786,290970101003040,1,2,2,0.0
1787,290970101003040,1,2,3,16342.326
1791,290970101003040,1,3,3,0.0
1792,290970101003041,1,0,0,0.0
1793,290970101003041,1,0,1,5865.881
1794,290970101003041,1,0,2,7372.194
1795,290970101003041,1,0,3,13232.934
1797,290970101003041,1,1,1,0.0
1798,290970101003041,1,1,2,7372.194
1799,290970101003041,1,1,3,13232.934
1802,290970101003041,1,2,2,0.0
1803,290970101003041,1,2,3,13232.934
1807,290970101003041,1,3,3,0.0
1808,290970101003042,1,0,0,0.0
1809,290970101003042,1,0,1,5016.977
1810,290970101003042,1,0,2,6305.298
1811,290970101003042,1,0,3,11317.878
1813,290970101003042,1,1,1,0.0
1814,290970101003042,1,1,2,6305.298
1815,290970101003042,1,1,3,11317.878
1818,290970101003042,1,2,2,0.0
1819,290970101003042,1,2,3,11317.878
1823,290970101003042,1,3,3,0.0
1824,290970101003043,1,0,0,0.0
1825,290970101003043,1,0,1,4463.592
1826,290970101003043,1,0,2,5609.808
1827,290970101003043,1,0,3,10069.488
1829,290970101003043,1,1,1,0.0
1830,290970101003043,1,1,2,5609.808
1831,290970101003043,1,1,3,10069.488
1834,290970101003043,1,2,2,0.0
1835,290970101003043,1,2,3,10069.488
1839,290970101003043,1,3,3,0.0
1840,290970101003044,1,0,0,0.0
1841,290970101003044,1,0,1,3312.323
1842,290970101003044,1,0,2,4162.902
1843,290970101003044,1,0,3,7472.322
1845,290970101003044,1,1,1,0.0
1846,290970101003044,1,1,2,4162.902
1847,290970101003044,1,1,3,7472.322
1850,290970101003044,1,2,2,0.0
1851,290970101003044,1,2,3,7472.322
1855,290970101003044,1,3,3,0.0
1856,290970101004000,1,0,0,0.0
1857,290970101004000,1,0,1,4415.67
1858,290970101004000,1,0,2,5549.58
1859,290970101004000,1,0,3,9961.38
1861,290970101004000,1,1,1,0.0
1862,290970101004000,1,1,2,5549.58
1863,290970101004000,1,1,3,9961.38
1866,290970101004000,1,2,2,0.0
1867,290970101004000,1,2,3,9961.38
1871,290970101004000,1,3,3,0.0
1872,290970101004001,1,0,0,0.0
1873,290970101004001,1,0,1,4327.813
1874,290970101004001,1,0,2,5439.162
1875,290970101004001,1,0,3,9763.182
1877,290970101004001,1,1,1,0.0
1878,290970101004001,1,1,2,5439.162
1879,290970101004001,1,1,3,9763.182
1882,290970101004001,1,2,2,0.0
1883,290970101004001,1,2,3,9763.182
1887,290970101004001,1,3,3,0.0
1888,290970101004002,1,0,0,0.0
1889,290970101004002,1,0,1,3012.24
1890,290970101004002,1,0,2,3785.76
1891,290970101004002,1,0,3,6795.36
1893,290970101004002,1,1,1,0.0
1894,290970101004002,1,1,2,3785.76
1895,290970101004002,1,1,3,6795.36
1898,290970101004002,1,2,2,0.0
1899,290970101004002,1,2,3,6795.36
1903,290970101004002,1,3,3,0.0
1904,290970101004003,1,0,0,0.0
1905,290970101004003,1,0,1,3484.0435
1906,290970101004003,1,0,2,4378.719
1907,290970101004003,1,0,3,7859.709
1909,290970101004003,1,1,1,0.0
1910,290970101004003,1,1,2,4378.719
1911,290970101004003,1,1,3,7859.709
1914,290970101004003,1,2,2,0.0
1915,290970101004003,1,2,3,7859.709
1919,290970101004003,1,3,3,0.0
1920,290970101004004,1,0,0,0.0
1921,290970101004004,1,0,1,3535.959
1922,290970101004004,1,0,2,4443.966
1923,290970101004004,1,0,3,7976.826
1925,290970101004004,1,1,1,0.0
1926,290970101004004,1,1,2,4443.966
1927,290970101004004,1,1,3,7976.826
1930,290970101004004,1,2,2,0.0
1931,290970101004004,1,2,3,7976.826
1935,290970101004004,1,3,3,0.0
1936,290970101004005,1,0,0,0.0
1937,290970101004005,1,0,1,3237.5875
1938,290970101004005,1,0,2,4068.975
1939,290970101004005,1,0,3,7303.725
1941,290970101004005,1,1,1,0.0
1942,290970101004005,1,1,2,4068.975
1943,290970101004005,1,1,3,7303.725
1946,290970101004005,1,2,2,0.0
1947,290970101004005,1,2,3,7303.725
1951,290970101004005,1,3,3,0.0
1952,290970101004006,1,0,0,0.0
1953,290970101004006,1,0,1,4089.344
1954,290970101004006,1,0,2,5139.456
1955,290970101004006,1,0,3,9225.216
1957,290970101004006,1,1,1,0.0
1958,290970101004006,1,1,2,5139.456
1959,290970101004006,1,1,3,9225.216
1962,290970101004006,1,2,2,0.0
1963,290970101004006,1,2,3,9225.216
1967,290970101004006,1,3,3,0.0
1968,290970101004007,1,0,0,0.0
1969,290970101004007,1,0,1,4438.49
1970,290970101004007,1,0,2,5578.26
1971,290970101004007,1,0,3,10012.86
1973,290970101004007,1,1,1,0.0
1974,290970101004007,1,1,2,5578.26
1975,290970101004007,1,1,3,10012.86
1978,290970101004007,1,2,2,0.0
1979,290970101004007,1,2,3,10012.86
1983,290970101004007,1,3,3,0.0
1984,290970101004008,1,0,0,0.0
1985,290970101004008,1,0,1,3964.975
1986,290970101004008,1,0,2,4983.15
1987,290970101004008,1,0,3,8944.65
1989,290970101004008,1,1,1,0.0
1990,290970101004008,1,1,2,4983.15
1991,290970101004008,1,1,3,8944.65
1994,290970101004008,1,2,2,0.0
1995,290970101004008,1,2,3,8944.65
1999,290970101004008,1,3,3,0.0
2000,290970101004009,1,0,0,0.0
2001,290970101004009,1,0,1,3990.077
2002,290970101004009,1,0,2,5014.698
2003,290970101004009,1,0,3,9001.278
2005,290970101004009,1,1,1,0.0
2006,290970101004009,1,1,2,5014.698
2007,290970101004009,1,1,3,9001.278
2010,290970101004009,1,2,2,0.0
2011,290970101004009,1,2,3,9001.278
2015,290970101004009,1,3,3,0.0
2016,290970101004010,1,0,0,0.0
2017,290970101004010,1,0,1,3045.8995
2018,290970101004010,1,0,2,3828.063
2019,290970101004010,1,0,3,6871.293
2021,290970101004010,1,1,1,0.0
2022,290970101004010,1,1,2,3828.063
2023,290970101004010,1,1,3,6871.293
2026,290970101004010,1,2,2,0.0
2027,290970101004010,1,2,3,6871.293
2031,290970101004010,1,3,3,0.0
2032,290970101004011,1,0,0,0.0
2033,290970101004011,1,0,1,3200.505
2034,290970101004011,1,0,2,4022.37
2035,290970101004011,1,0,3,7220.07
2037,290970101004011,1,1,1,0.0
2038,290970101004011,1,1,2,4022.37
2039,290970101004011,1,1,3,7220.07
2042,290970101004011,1,2,2,0.0
2043,290970101004011,1,2,3,7220.07
2047,290970101004011,1,3,3,0.0
2048,290970101004012,1,0,0,0.0
2049,290970101004012,1,0,1,3313.464
2050,290970101004012,1,0,2,4164.336
2051,290970101004012,1,0,3,7474.896
2053,290970101004012,1,1,1,0.0
2054,290970101004012,1,1,2,4164.336
2055,290970101004012,1,1,3,7474.896
2058,290970101004012,1,2,2,0.0
2059,290970101004012,1,2,3,7474.896
2063,290970101004012,1,3,3,0.0
2064,290970101004013,1,0,0,0.0
2065,290970101004013,1,0,1,3363.668
2066,290970101004013,1,0,2,4227.432
2067,290970101004013,1,0,3,7588.152
2069,290970101004013,1,1,1,0.0
2070,290970101004013,1,1,2,4227.432
2071,290970101004013,1,1,3,7588.152
2074,290970101004013,1,2,2,0.0
2075,290970101004013,1,2,3,7588.152
2079,290970101004013,1,3,3,0.0
2080,290970101004014,1,0,0,0.0
2081,290970101004014,1,0,1,4432.785
2082,290970101004014,1,0,2,5571.09
2083,290970101004014,1,0,3,9999.99
2085,290970101004014,1,1,1,0.0
2086,290970101004014,1,1,2,5571.09
